date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,sqft_yard,sqft_yard15,price_per_sqft,norm_price,cost_type
20150420T000000,913000.0,3,1.75,2170,4000,1.0,0,0,4,7,1110,1060,1925,0,98103,47.6546,-122.337,1890,4000,1830,2110,228.25,0.1099016393442623,Cheap
20150313T000000,334998.0,2,1.0,1800,5182,1.0,0,0,3,6,900,900,1942,0,98108,47.5508,-122.3,1570,5876,3382,4306,64.64646854496334,0.034098098360655735,Very Cheap
20140509T000000,201500.0,3,1.0,1160,8320,1.0,0,0,4,7,1160,0,1959,0,98032,47.3831,-122.288,1480,7800,7160,6320,24.21875,0.01659016393442623,Very Cheap
20150327T000000,820000.0,3,2.5,3030,46538,2.0,0,0,3,10,3030,0,1997,0,98053,47.664,-122.041,3370,51450,43508,48080,17.62000945463922,0.09770491803278689,Very Cheap
20140611T000000,371000.0,3,1.0,890,7200,1.0,0,0,3,7,890,0,1951,0,98125,47.71,-122.286,1630,7455,6310,5825,51.52777777777778,0.038819672131147544,Very Cheap
20141022T000000,229950.0,4,2.5,2150,7670,1.0,0,0,5,7,1240,910,1976,0,98031,47.3942,-122.189,1610,7350,5520,5740,29.980443285528033,0.020321311475409835,Very Cheap
20150422T000000,344900.0,4,2.5,2150,7670,1.0,0,0,5,7,1240,910,1976,0,98031,47.3942,-122.189,1610,7350,5520,5740,44.96740547588005,0.03539672131147541,Very Cheap
20140820T000000,840000.0,3,2.5,2060,9715,2.0,0,0,3,8,2060,0,1924,2006,98115,47.6961,-122.316,1240,7072,7655,5832,86.46423057128152,0.10032786885245902,Cheap
20140916T000000,285000.0,3,1.5,1380,12196,1.0,0,0,4,7,1380,0,1967,0,98003,47.3204,-122.322,1600,10720,10816,9120,23.368317481141357,0.02754098360655738,Very Cheap
20150326T000000,475000.0,4,2.25,1800,7200,1.0,0,0,3,7,1230,570,1979,0,98177,47.7717,-122.376,2260,7498,5400,5238,65.97222222222223,0.05245901639344262,Very Cheap
20150303T000000,420000.0,2,1.0,1460,7832,1.0,0,0,3,6,1460,0,1924,0,98166,47.4617,-122.346,1460,7632,6372,6172,53.62614913176711,0.04524590163934426,Very Cheap
20141030T000000,685000.0,3,2.0,2210,5000,1.5,0,2,3,7,1710,500,1909,0,98103,47.6754,-122.357,1920,5000,2790,3080,137.0,0.08,Very Cheap
20140721T000000,879000.0,4,3.0,3590,89640,2.0,0,0,3,10,3590,0,2005,0,98077,47.7557,-122.036,2790,54014,86050,51224,9.805890227576974,0.10544262295081967,Cheap
20150120T000000,197200.0,3,1.0,1140,8775,1.0,0,0,3,6,990,150,1942,0,98146,47.4824,-122.336,1300,8775,7635,7475,22.472934472934472,0.01602622950819672,Very Cheap
20140703T000000,529950.0,3,1.0,1240,5000,1.5,0,0,5,7,1240,0,1909,0,98107,47.6755,-122.367,1240,4900,3760,3660,105.99,0.0596655737704918,Very Cheap
20140505T000000,1090000.0,4,2.5,4340,141570,2.5,0,0,3,11,4340,0,1992,0,98053,47.6805,-122.048,2720,97138,137230,94418,7.6993713357349725,0.13311475409836065,Cheap
20140520T000000,792000.0,3,1.5,1570,1050,2.0,0,0,3,8,1570,0,1915,0,98109,47.6358,-122.356,2070,3600,-520,1530,754.2857142857143,0.0940327868852459,Very Cheap
20140820T000000,262000.0,3,2.5,1680,10300,2.0,0,0,4,7,1680,0,1994,0,98010,47.314,-122.001,1680,9849,8620,8169,25.436893203883496,0.024524590163934427,Very Cheap
20141007T000000,353900.0,3,1.75,1560,5760,1.0,0,0,5,6,780,780,1927,0,98106,47.5272,-122.359,1320,7680,4200,6360,61.44097222222222,0.03657704918032787,Very Cheap
20140818T000000,380000.0,1,1.5,1200,44866,1.5,0,0,3,7,1200,0,1983,0,98019,47.7205,-121.93,1480,67082,43666,65602,8.469665225337673,0.04,Very Cheap
20150327T000000,305000.0,3,2.5,1690,5175,2.0,0,0,3,7,1690,0,2002,0,98038,47.3564,-122.016,1830,5175,3485,3345,58.93719806763285,0.03016393442622951,Very Cheap
20150420T000000,440000.0,4,2.0,2310,5004,1.0,0,0,3,7,1430,880,1994,0,98108,47.5471,-122.298,1630,5060,2694,3430,87.92965627498002,0.04786885245901639,Very Cheap
20140617T000000,1008000.0,4,3.5,2650,3060,2.0,0,0,3,9,2060,590,2001,0,98103,47.6735,-122.332,1470,3060,410,1590,329.4117647058824,0.12236065573770492,Cheap
20140919T000000,549900.0,5,3.0,3610,7555,2.0,0,0,3,8,3610,0,2003,0,98038,47.3534,-122.012,3610,7979,3945,4369,72.7862342819325,0.062281967213114756,Very Cheap
20150127T000000,678500.0,4,3.0,2620,214750,2.0,0,0,3,8,2620,0,1992,0,98058,47.4239,-122.068,2060,212137,212130,210077,3.159487776484284,0.07914754098360656,Very Cheap
20140826T000000,270000.0,3,2.25,1760,8287,1.0,0,0,3,7,1160,600,1986,0,98188,47.4501,-122.274,1290,9587,6527,8297,32.581151200675755,0.025573770491803278,Very Cheap
20150330T000000,430000.0,3,1.0,940,12521,1.5,0,0,4,7,940,0,1949,0,98133,47.7169,-122.331,1920,9046,11581,7126,34.34230492772143,0.04655737704918033,Very Cheap
20140630T000000,1925000.0,5,4.25,4830,8050,2.5,0,2,4,11,3710,1120,1914,0,98144,47.5789,-122.286,4470,9194,3220,4724,239.1304347826087,0.24262295081967214,Cheap
20140813T000000,790500.0,4,2.75,3350,5416,2.0,0,0,3,9,3350,0,2014,0,98053,47.6849,-122.016,3625,5637,2066,2012,145.95642540620383,0.09383606557377049,Very Cheap
20141017T000000,447450.0,3,2.25,1570,7200,2.0,0,0,3,8,1570,0,1991,0,98034,47.7332,-122.232,1620,7318,5630,5698,62.145833333333336,0.04884590163934426,Very Cheap
20150209T000000,375000.0,3,2.0,2240,5200,1.0,0,0,3,7,1630,610,1954,0,98112,47.6191,-122.296,1470,3775,2960,2305,72.11538461538461,0.03934426229508197,Very Cheap
20150206T000000,565000.0,4,2.0,1950,9940,1.0,0,0,4,7,1950,0,1963,0,98008,47.6332,-122.118,1920,9270,7990,7350,56.841046277665995,0.06426229508196721,Very Cheap
20150423T000000,400000.0,2,1.0,1010,3916,1.0,0,2,4,6,810,200,1918,0,98144,47.5728,-122.306,1580,3888,2906,2308,102.14504596527068,0.04262295081967213,Very Cheap
20150220T000000,246000.0,3,1.5,1630,10200,1.0,0,0,4,8,1300,330,1976,0,98023,47.3155,-122.364,1960,6700,8570,4740,24.11764705882353,0.02242622950819672,Very Cheap
20141029T000000,329922.0,3,1.75,1420,6289,1.0,0,0,3,7,1100,320,1967,0,98155,47.7398,-122.314,1460,7402,4869,5942,52.46016854825886,0.03343239344262295,Very Cheap
20150414T000000,1249000.0,5,3.25,3950,44431,1.0,0,0,3,10,2100,1850,1969,0,98005,47.6451,-122.173,3860,45870,40481,42010,28.111003578582523,0.1539672131147541,Cheap
20150420T000000,375000.0,3,1.0,1210,7425,1.0,0,0,4,6,1210,0,1910,0,98133,47.7125,-122.33,1260,7425,6215,6165,50.505050505050505,0.03934426229508197,Very Cheap
20140508T000000,385000.0,3,1.75,1890,9920,1.0,0,0,3,7,1230,660,1944,0,98125,47.7327,-122.306,1380,9086,8030,7706,38.810483870967744,0.04065573770491803,Very Cheap
20140903T000000,591500.0,4,2.5,1690,4080,1.5,0,0,4,7,1140,550,1912,0,98117,47.6825,-122.379,1600,4590,2390,2990,144.97549019607843,0.06773770491803278,Very Cheap
20140918T000000,255000.0,4,2.0,2560,12155,1.0,0,0,4,7,1350,1210,1960,0,98003,47.3326,-122.323,1790,11906,9595,10116,20.97902097902098,0.02360655737704918,Very Cheap
20150316T000000,275000.0,3,1.5,1350,7800,1.0,0,0,3,7,1350,0,1959,0,98059,47.4805,-122.158,1510,8040,6450,6530,35.256410256410255,0.02622950819672131,Very Cheap
20141229T000000,800000.0,4,2.75,3120,5000,2.0,0,0,3,9,3120,0,2010,0,98074,47.594,-122.062,3200,5000,1880,1800,160.0,0.09508196721311475,Very Cheap
20150425T000000,327000.0,2,1.0,1140,7435,1.0,0,0,3,7,1140,0,1952,1990,98125,47.73,-122.31,1320,9385,6295,8065,43.98117014122394,0.033049180327868855,Very Cheap
20141230T000000,355000.0,4,1.5,2230,11536,1.0,0,1,4,7,1220,1010,1954,0,98166,47.4409,-122.348,2170,12465,9306,10295,30.773231622746184,0.036721311475409836,Very Cheap
20141003T000000,310000.0,2,1.0,1050,8220,1.0,0,0,4,6,780,270,1947,0,98155,47.7598,-122.316,1340,7651,7170,6311,37.71289537712895,0.03081967213114754,Very Cheap
20140519T000000,869000.0,5,3.25,4180,49222,2.0,0,0,4,8,2880,1300,1979,0,98027,47.5488,-122.094,3170,8029,45042,4859,17.654707244727966,0.10413114754098361,Cheap
20140808T000000,272000.0,3,2.0,1200,5700,1.0,0,0,5,7,1200,0,1942,0,98178,47.5031,-122.242,1190,6384,4500,5194,47.719298245614034,0.02583606557377049,Very Cheap
20140711T000000,665000.0,5,2.25,3320,60984,2.0,0,0,3,9,3320,0,2000,0,98045,47.4862,-121.718,1580,55322,57664,53742,10.904499540863178,0.07737704918032787,Very Cheap
20141117T000000,225000.0,3,2.5,1590,8449,2.0,0,0,3,7,1590,0,1989,0,98030,47.3493,-122.177,1750,7172,6859,5422,26.63037045804237,0.019672131147540985,Very Cheap
20141226T000000,375000.0,3,2.5,2750,37096,2.0,0,0,3,9,2750,0,1989,0,98038,47.3732,-122.023,2700,40091,34346,37391,10.10890662065991,0.03934426229508197,Very Cheap
20140610T000000,375500.0,3,1.5,1530,7200,1.0,0,0,3,8,1530,0,1975,0,98155,47.7691,-122.297,2150,7216,5670,5066,52.15277777777778,0.03940983606557377,Very Cheap
20150402T000000,550000.0,3,1.75,1570,6500,1.0,0,0,3,7,920,650,1948,0,98116,47.565,-122.398,1570,5750,4930,4180,84.61538461538461,0.06229508196721312,Very Cheap
20140918T000000,248000.0,3,1.0,1470,7680,1.0,0,0,3,7,1220,250,1946,0,98106,47.5276,-122.359,1470,6784,6210,5314,32.291666666666664,0.022688524590163933,Very Cheap
20150506T000000,546940.0,3,1.0,1470,7680,1.0,0,0,3,7,1220,250,1946,0,98106,47.5276,-122.359,1470,6784,6210,5314,71.21614583333333,0.06189377049180328,Very Cheap
20140902T000000,680000.0,4,3.0,3150,6175,2.0,0,0,3,9,3150,0,2001,0,98075,47.5968,-122.017,3150,6986,3025,3836,110.12145748987854,0.07934426229508197,Very Cheap
20140718T000000,350000.0,4,2.5,2380,6124,2.0,0,0,3,8,2380,0,1997,0,98030,47.3662,-122.175,2170,6097,3744,3927,57.152188112344874,0.036065573770491806,Very Cheap
20150325T000000,593000.0,2,2.5,2000,2500,3.0,0,1,3,8,1810,190,1994,0,98116,47.5788,-122.396,1970,5650,500,3680,237.2,0.0679344262295082,Very Cheap
20150319T000000,390000.0,2,1.0,1140,8147,1.0,0,0,3,7,1140,0,1958,0,98125,47.7278,-122.289,1260,8148,7007,6888,47.8703817356082,0.04131147540983607,Very Cheap
20141007T000000,297000.0,3,1.0,1340,18000,1.0,0,0,4,7,1340,0,1924,0,98070,47.4443,-122.509,1660,196591,16660,194931,16.5,0.029114754098360656,Very Cheap
20150305T000000,355000.0,2,1.0,1450,9150,1.0,0,0,4,7,1450,0,1965,0,98188,47.4689,-122.277,1440,10636,7700,9196,38.797814207650276,0.036721311475409836,Very Cheap
20140814T000000,309900.0,3,2.5,2020,26670,2.0,0,0,3,7,2020,0,1987,0,98003,47.2597,-122.31,1680,10939,24650,9259,11.619797525309336,0.030806557377049182,Very Cheap
20140924T000000,257000.0,3,2.25,1810,12000,2.0,0,0,3,7,1810,0,1992,0,98003,47.3476,-122.3,1720,9916,10190,8196,21.416666666666668,0.023868852459016394,Very Cheap
20140826T000000,1698000.0,4,3.0,3600,9687,2.0,0,0,4,9,3600,0,1959,1995,98004,47.6257,-122.208,2620,10400,6087,7780,175.28646639826573,0.21285245901639344,Cheap
20150113T000000,300000.0,3,2.0,1260,2550,2.0,0,0,3,7,1260,0,1987,0,98117,47.6821,-122.378,1590,3825,1290,2235,117.6470588235294,0.029508196721311476,Very Cheap
20141217T000000,500000.0,3,2.0,1560,1156,3.0,0,0,3,8,1560,0,2014,0,98122,47.605,-122.304,1560,1728,-404,168,432.52595155709344,0.05573770491803279,Very Cheap
20141016T000000,900000.0,8,4.0,4020,7500,1.0,0,0,3,8,2010,2010,1968,0,98107,47.6732,-122.363,1560,3737,3480,2177,120.0,0.10819672131147541,Cheap
20140515T000000,695000.0,4,3.0,3150,9130,2.0,0,0,3,9,3150,0,2001,0,98075,47.5974,-122.017,2970,6228,5980,3258,76.12267250821468,0.08131147540983606,Very Cheap
20141218T000000,213400.0,4,2.5,1680,6655,2.0,0,0,3,7,1680,0,2001,0,98030,47.3867,-122.191,1680,6982,4975,5302,32.06611570247934,0.018150819672131148,Very Cheap
20140709T000000,425000.0,2,1.0,1320,8830,1.0,0,0,3,7,1020,300,1939,0,98199,47.6433,-122.404,1620,8531,7510,6911,48.131370328425824,0.04590163934426229,Very Cheap
20140811T000000,420000.0,3,3.0,2700,47050,2.0,0,0,4,9,1570,1130,1986,0,98058,47.4446,-122.104,2260,45901,44350,43641,8.926673751328375,0.04524590163934426,Very Cheap
20150209T000000,411000.0,1,1.0,1080,5000,1.5,0,0,3,7,1080,0,1948,0,98199,47.6603,-122.394,1620,4000,3920,2380,82.2,0.044065573770491806,Very Cheap
20150209T000000,762500.0,4,2.25,3130,41382,2.0,0,0,3,9,3130,0,1986,0,98053,47.6683,-122.034,3130,54886,38252,51756,18.425885650766034,0.09016393442622951,Very Cheap
20140527T000000,569950.0,5,4.5,4850,40902,2.0,0,0,3,10,4850,0,2001,0,98023,47.3181,-122.344,1640,13503,36052,11863,13.934526429025475,0.06491147540983606,Very Cheap
20150424T000000,258000.0,4,1.0,1220,8500,1.5,0,0,5,6,1220,0,1916,0,98168,47.4792,-122.277,1460,8500,7280,7040,30.352941176470587,0.024,Very Cheap
20150224T000000,499000.0,3,2.25,1780,3665,2.0,0,0,3,8,1780,0,2004,0,98029,47.5495,-121.997,1770,3669,1885,1899,136.15279672578444,0.05560655737704918,Very Cheap
20150511T000000,310000.0,3,1.0,1250,10723,1.0,0,0,4,7,1250,0,1961,0,98059,47.4894,-122.135,1520,10723,9473,9203,28.90982001305605,0.03081967213114754,Very Cheap
20141103T000000,398500.0,2,2.5,1780,1311,3.0,0,0,3,8,1350,430,2005,0,98103,47.6962,-122.34,1390,1227,-469,-163,303.96643783371474,0.042426229508196724,Very Cheap
20140613T000000,250600.0,4,2.5,1930,8660,1.0,0,0,3,7,1120,810,1981,0,98001,47.3261,-122.26,1830,9591,6730,7761,28.937644341801384,0.02302950819672131,Very Cheap
20140812T000000,352000.0,4,2.5,2470,6116,1.0,0,0,3,7,1420,1050,1985,0,98038,47.3792,-122.047,1670,7627,3646,5957,57.55395683453237,0.03632786885245902,Very Cheap
20140715T000000,600000.0,2,1.0,1180,2160,1.0,0,1,3,7,940,240,1909,0,98119,47.6313,-122.368,2700,5400,980,2700,277.77777777777777,0.06885245901639345,Very Cheap
20150324T000000,645000.0,3,1.0,2270,4182,1.0,0,0,4,7,1170,1100,1946,0,98115,47.688,-122.32,1860,4080,1912,2220,154.23242467718794,0.07475409836065573,Very Cheap
20140724T000000,291500.0,4,2.5,1770,5000,2.0,0,0,3,7,1770,0,2004,0,98038,47.3503,-122.005,2080,5100,3230,3020,58.3,0.02839344262295082,Very Cheap
20140508T000000,350000.0,4,1.75,2250,13515,1.0,0,0,4,8,2150,100,1940,0,98030,47.3789,-122.229,2150,12508,11265,10358,25.897151313355533,0.036065573770491806,Very Cheap
20140919T000000,279000.0,3,2.5,1540,7280,1.0,0,0,3,7,1080,460,1974,0,98003,47.3102,-122.322,1220,6440,5740,5220,38.324175824175825,0.02675409836065574,Very Cheap
20150304T000000,320000.0,2,1.0,820,5400,1.0,0,0,3,6,820,0,1940,0,98117,47.6976,-122.375,1370,5632,4580,4262,59.25925925925926,0.032131147540983604,Very Cheap
20150310T000000,495000.0,2,2.0,1580,5203,1.0,0,0,3,8,1580,0,2004,0,98053,47.7174,-122.032,1560,4770,3623,3210,95.13742071881607,0.05508196721311476,Very Cheap
20140828T000000,490000.0,4,2.5,2430,42646,1.0,0,0,3,7,1450,980,1989,0,98014,47.6164,-121.953,2000,38159,40216,36159,11.489940439900577,0.05442622950819672,Very Cheap
20140717T000000,770000.0,5,1.5,2160,5000,1.5,0,2,4,8,2160,0,1926,0,98107,47.6645,-122.36,1450,4265,2840,2815,154.0,0.09114754098360656,Very Cheap
20140709T000000,215000.0,3,1.75,1770,29004,1.0,0,0,3,8,1770,0,1959,0,98023,47.3204,-122.364,2300,24534,27234,22234,7.412770652323817,0.018360655737704918,Very Cheap
20150330T000000,665000.0,3,3.5,3580,95832,1.5,0,0,3,9,3580,0,2005,0,98038,47.4239,-122.015,2880,60548,92252,57668,6.939226980549295,0.07737704918032787,Very Cheap
20140819T000000,423500.0,3,2.25,1890,7498,1.0,0,0,3,7,1190,700,1987,0,98125,47.73,-122.297,1660,8100,5608,6440,56.481728460922916,0.04570491803278689,Very Cheap
20141009T000000,850000.0,3,3.0,1910,4800,1.5,0,0,3,9,1910,0,1900,1991,98103,47.6572,-122.346,1280,1310,2890,30,177.08333333333334,0.10163934426229508,Cheap
20140513T000000,155000.0,2,1.0,910,6232,1.0,0,0,3,6,910,0,1943,0,98118,47.5328,-122.272,1070,6232,5322,5162,24.87163029525032,0.010491803278688525,Very Cheap
20150413T000000,505000.0,3,2.25,1460,7210,1.0,0,0,3,7,1460,0,1963,0,98008,47.6316,-122.119,1850,7519,5750,5669,70.04160887656033,0.05639344262295082,Very Cheap
20150227T000000,780000.0,3,3.5,3310,5558,2.0,0,0,3,9,3310,0,2005,0,98029,47.5553,-122.003,3310,5270,2248,1960,140.33825116948543,0.09245901639344262,Very Cheap
20140825T000000,165000.0,3,1.5,1630,22764,1.0,0,0,3,7,1630,0,1970,0,98032,47.3611,-122.293,1620,17859,21134,16239,7.248286768581972,0.01180327868852459,Very Cheap
20140828T000000,707000.0,2,2.5,2130,5001,1.0,0,0,5,8,1330,800,1972,0,98199,47.6573,-122.399,1750,6000,2871,4250,141.37172565486904,0.08288524590163934,Very Cheap
20150501T000000,497000.0,3,2.5,1220,1475,3.0,0,0,3,8,1220,0,2000,0,98117,47.6909,-122.395,1220,1546,255,326,336.9491525423729,0.055344262295081964,Very Cheap
20141105T000000,349170.0,4,1.75,1670,8856,1.0,0,2,3,7,1070,600,1955,0,98178,47.5056,-122.251,1660,8088,7186,6428,39.42750677506775,0.03595672131147541,Very Cheap
20150102T000000,287000.0,4,1.5,1300,10050,1.5,0,0,3,7,1300,0,1963,0,98059,47.4899,-122.116,1730,10050,8750,8320,28.557213930348258,0.02780327868852459,Very Cheap
20141119T000000,2375000.0,4,2.5,3220,20251,1.0,0,0,3,10,3220,0,1969,0,98006,47.5692,-122.192,4200,22114,17031,17914,117.27815910325415,0.3016393442622951,Medium
20140602T000000,645000.0,4,2.5,2430,14400,1.0,0,0,5,8,1670,760,1963,0,98007,47.6202,-122.138,2140,9048,11970,6908,44.791666666666664,0.07475409836065573,Very Cheap
20141016T000000,238000.0,5,2.25,2240,9652,2.0,0,0,3,7,2240,0,1990,0,98055,47.4249,-122.211,2180,11644,7412,9464,24.658101947782843,0.02137704918032787,Very Cheap
20150213T000000,328000.0,5,2.25,2240,9652,2.0,0,0,3,7,2240,0,1990,0,98055,47.4249,-122.211,2180,11644,7412,9464,33.982594280978034,0.03318032786885246,Very Cheap
20141103T000000,365000.0,2,1.5,790,1123,2.0,0,0,3,8,700,90,2003,0,98119,47.651,-122.368,1370,1281,333,-89,325.02226179875333,0.0380327868852459,Very Cheap
20150317T000000,380000.0,3,1.0,1380,8147,1.0,0,0,4,7,1380,0,1948,0,98155,47.7407,-122.3,1360,8147,6767,6787,46.64293605007978,0.04,Very Cheap
20150310T000000,525000.0,4,1.5,1680,10500,2.0,0,0,3,7,1680,0,1962,0,98033,47.6806,-122.166,1830,10264,8820,8434,50.0,0.05901639344262295,Very Cheap
20140625T000000,402000.0,4,2.25,2000,3672,2.0,0,0,5,7,1650,350,1926,0,98117,47.6769,-122.383,2000,5100,1672,3100,109.47712418300654,0.04288524590163934,Very Cheap
20150424T000000,308000.0,2,1.0,1680,9250,1.0,0,0,3,7,860,820,1969,0,98072,47.7618,-122.162,1590,9542,7570,7952,33.2972972972973,0.030557377049180327,Very Cheap
20141009T000000,405000.0,3,2.5,1960,6997,2.0,0,0,3,7,1960,0,2006,0,98065,47.5415,-121.887,2320,5178,5037,2858,57.881949406888666,0.043278688524590166,Very Cheap
20140923T000000,808000.0,3,1.75,2590,32380,1.0,0,0,3,8,2590,0,1951,1994,98177,47.7539,-122.37,2340,28456,29790,26116,24.953675108091414,0.0961311475409836,Very Cheap
20150210T000000,875000.0,4,3.5,3790,6874,2.5,0,0,3,9,3790,0,2010,0,98053,47.6956,-122.022,3370,6535,3084,3165,127.29124236252545,0.10491803278688525,Cheap
20150319T000000,860000.0,3,2.5,2370,55321,3.0,0,0,4,8,2370,0,1982,0,98074,47.6148,-122.057,2590,41553,52951,38963,15.545633665335044,0.10295081967213114,Cheap
20140811T000000,367500.0,4,2.25,1930,7925,1.0,0,0,3,8,1300,630,1960,0,98155,47.7626,-122.312,1930,7200,5995,5270,46.37223974763407,0.03836065573770492,Very Cheap
20140805T000000,604000.0,6,3.5,2580,13572,1.0,0,0,3,8,1290,1290,1987,0,98052,47.6796,-122.113,2020,11656,10992,9636,44.50338933097554,0.06937704918032787,Very Cheap
20150204T000000,230000.0,2,0.75,890,19703,1.0,0,0,3,6,890,0,1934,0,98045,47.4922,-121.783,1270,9800,18813,8530,11.67334923615693,0.020327868852459016,Very Cheap
20141217T000000,435000.0,4,2.75,2160,8148,1.0,0,0,3,7,1410,750,1978,0,98125,47.7261,-122.306,2060,8100,5988,6040,53.38733431516937,0.04721311475409836,Very Cheap
20141010T000000,347500.0,4,2.5,1970,7098,2.0,0,0,3,7,1970,0,2007,0,98038,47.3576,-122.058,1970,5361,5128,3391,48.95745280360665,0.035737704918032784,Very Cheap
20150318T000000,525000.0,4,1.75,1570,16697,1.0,0,2,3,7,1030,540,1981,0,98052,47.671,-122.135,1560,9698,15127,8138,31.442774151045096,0.05901639344262295,Very Cheap
20140603T000000,280000.0,2,1.5,1480,15641,1.0,0,0,4,7,1480,0,1940,0,98146,47.5008,-122.366,1520,7525,14161,6005,17.90166869126015,0.026885245901639345,Very Cheap
20150205T000000,490000.0,2,1.5,1480,15641,1.0,0,0,4,7,1480,0,1940,0,98146,47.5008,-122.366,1520,7525,14161,6005,31.327920209705262,0.05442622950819672,Very Cheap
20150323T000000,265000.0,4,1.75,1430,5490,1.0,0,0,5,6,1430,0,1942,0,98056,47.494,-122.184,1030,5900,4060,4870,48.2695810564663,0.024918032786885248,Very Cheap
20140902T000000,645000.0,4,2.25,2720,18295,1.0,0,0,4,8,2000,720,1979,0,98075,47.5851,-122.073,2720,18295,15575,15575,35.25553429898879,0.07475409836065573,Very Cheap
20150427T000000,390000.0,3,2.25,2420,31497,1.0,0,0,4,8,1750,670,1964,0,98058,47.4422,-122.151,2040,30472,29077,28432,12.38213163158396,0.04131147540983607,Very Cheap
20150417T000000,267500.0,3,2.5,1400,7629,1.0,0,0,3,7,1120,280,1988,0,98030,47.3788,-122.179,1530,7688,6229,6158,35.063573207497704,0.025245901639344263,Very Cheap
20141217T000000,1275000.0,4,3.5,5844,10766,2.0,0,1,3,11,5844,0,2007,0,98023,47.3293,-122.364,3413,10766,4922,7353,118.4283856585547,0.15737704918032788,Cheap
20140506T000000,404000.0,4,1.75,1840,10720,1.0,0,0,3,7,960,880,1958,0,98008,47.6074,-122.125,1840,9044,8880,7204,37.6865671641791,0.043147540983606555,Very Cheap
20150429T000000,380000.0,3,2.25,2530,12042,2.0,0,0,3,8,2530,0,1989,0,98042,47.3742,-122.125,2480,10172,9512,7692,31.556219897027074,0.04,Very Cheap
20140808T000000,812500.0,4,2.75,2810,10300,1.0,0,0,4,9,1810,1000,1978,0,98006,47.5626,-122.149,2710,9900,7490,7190,78.88349514563107,0.09672131147540984,Very Cheap
20140703T000000,265000.0,3,1.0,1020,8610,1.0,0,0,5,7,1020,0,1959,0,98056,47.4974,-122.169,1070,5940,7590,4870,30.778164924506388,0.024918032786885248,Very Cheap
20140709T000000,480000.0,5,2.75,2550,7725,1.0,0,0,5,8,1390,1160,1967,0,98056,47.5388,-122.171,2450,7725,5175,5275,62.13592233009709,0.05311475409836065,Very Cheap
20140916T000000,264000.0,1,1.0,710,4725,1.0,0,0,3,6,710,0,1939,0,98133,47.7328,-122.34,900,5250,4015,4350,55.87301587301587,0.02478688524590164,Very Cheap
20150423T000000,1350000.0,5,3.0,5530,38816,1.5,0,2,3,10,5530,0,1969,1994,98072,47.7352,-122.116,3800,44417,33286,40617,34.77947238252267,0.16721311475409836,Cheap
20140709T000000,550000.0,4,1.75,2150,9000,1.0,0,0,4,7,1110,1040,1966,0,98052,47.6812,-122.113,2040,9000,6850,6960,61.111111111111114,0.06229508196721312,Very Cheap
20150504T000000,615000.0,2,1.5,880,2400,1.5,0,0,3,7,880,0,1929,0,98122,47.6144,-122.295,1220,4440,1520,3220,256.25,0.07081967213114754,Very Cheap
20140519T000000,464000.0,3,1.75,1630,28600,1.0,0,0,3,8,1630,0,1967,0,98072,47.7742,-122.14,2260,26000,26970,23740,16.223776223776223,0.05101639344262295,Very Cheap
20140716T000000,365000.0,3,1.0,1380,30940,2.0,0,0,3,8,1380,0,1976,0,98042,47.334,-122.106,2350,32500,29560,30150,11.797026502908857,0.0380327868852459,Very Cheap
20140715T000000,490000.0,4,2.25,2800,10800,1.0,0,0,3,8,1680,1120,1977,0,98011,47.7448,-122.177,2260,9800,8000,7540,45.370370370370374,0.05442622950819672,Very Cheap
20140626T000000,280927.0,4,2.25,2070,7350,2.0,0,0,4,8,2070,0,1977,0,98032,47.3615,-122.274,2080,7210,5280,5130,38.22136054421769,0.027006819672131147,Very Cheap
20140516T000000,282613.0,2,1.0,830,6017,1.0,0,0,4,6,830,0,1954,0,98133,47.7466,-122.334,1340,6040,5187,4700,46.96908758517534,0.02722793442622951,Very Cheap
20141023T000000,675000.0,3,2.25,2770,15886,2.0,0,0,3,10,2770,0,1982,0,98177,47.7464,-122.362,3290,15886,13116,12596,42.490242981241344,0.07868852459016394,Very Cheap
20140518T000000,575550.0,4,2.5,2060,7475,1.0,0,0,3,8,1440,620,1985,0,98052,47.7272,-122.105,2280,8396,5415,6116,76.99665551839465,0.06564590163934426,Very Cheap
20140520T000000,259900.0,3,2.0,1490,7770,1.0,0,0,4,7,1490,0,1990,0,98042,47.3686,-122.09,1540,7366,6280,5826,33.44916344916345,0.024249180327868852,Very Cheap
20141209T000000,450000.0,4,2.25,2120,8267,2.0,0,0,3,8,2120,0,1996,0,98045,47.4885,-121.779,2150,7746,6147,5596,54.43328898028305,0.04918032786885246,Very Cheap
20140729T000000,487500.0,4,2.5,2810,6296,2.0,0,0,3,9,2810,0,2013,0,98059,47.5019,-122.151,2850,6140,3486,3290,77.43011435832274,0.054098360655737705,Very Cheap
20150128T000000,275000.0,4,2.25,2400,17842,2.0,0,0,4,7,2400,0,1973,0,98002,47.2866,-122.217,1610,12100,15442,10490,15.413070283600494,0.02622950819672131,Very Cheap
20140811T000000,305000.0,3,2.5,2460,5027,2.0,0,0,3,8,2460,0,2002,0,98042,47.372,-122.102,2740,5000,2567,2260,60.67236920628606,0.03016393442622951,Very Cheap
